kind,record_id,repo_id,status,usable,labeled_focal_method,labeled_focal_signature,top1_pred_name,top1_pred_signature,top1_score,top1_identifier_correct,top3_identifier_correct,top1_signature_correct,top3_signature_correct,top1_primary_correct,top3_primary_correct,ground_truth_rank_identifier,failure_mode,mapping_output_path,n_records,n_signature_records,top1_identifier_accuracy,top3_identifier_accuracy,top1_signature_accuracy,top3_signature_accuracy,top1_primary_accuracy,top3_primary_accuracy
record,c2t_3acb75fd8c01a79f1a69,4159017,error,True,getParentNode,@Override public Object getParentNode(Object contextNode),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_eb4a78a37fee89c16414,4159017,error,True,getParentAxisIterator,"@SuppressWarnings(""unchecked"") @Override public Iterator getParentAxisIterator(Object contextNode)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_9dfa8fc7ab8af010cbe4,4159017,error,True,getAttributeAxisIterator,@Override public Iterator getAttributeAxisIterator(Object contextNode),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_5371322005515813a317,4159017,error,True,parseXPath,@Override public XPath parseXPath(String arg0),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_96ff768c848e1a3849a9,4159017,error,True,getCss,public static String getCss(),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_5206d2de88ebabac74ba,4159017,error,True,getStartOffset,public int getStartOffset(Token token),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_651e64c9ccd4a54d8ce5,4159017,error,True,getEndOffset,public int getEndOffset(Token token),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_f28e2c857e4a9dd1ac10,4159017,error,True,getEndOffset,public int getEndOffset(Token token),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_e305e09ef2872f3a63a1,4159017,error,True,getEndOffset,public int getEndOffset(Token token),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_d4504d475677ba6a604e,4159017,error,True,execute,@Override public void execute(Machine machine),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_f35a48a348eb80a1ab7e,4159017,error,True,getEndOffset,public int getEndOffset(Token token),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_5f13dd67787db7cc6bfc,4159017,error,True,getOffset,"public int getOffset(int line, int column)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_152a98d0e088e57f6ac8,4159017,error,True,getOffset,"public int getOffset(int line, int column)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_a94f96905499dc31ff4a,4159017,error,True,getOffset,"public int getOffset(int line, int column)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_c764f19b9d096959bb3e,4159017,error,True,getOffset,"public int getOffset(int line, int column)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_9f1a4e544dc522641b70,4159017,error,True,getOffset,"public int getOffset(int line, int column)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_882457f40bd8d9abb35c,4159017,error,True,checkInitialized, void checkInitialized(),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_1138739c934f04677561,4159017,error,True,initUncaughtExceptionsHandler, void initUncaughtExceptionsHandler(),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_db108b88a66b3358e302,4159017,error,True,initConfigurationTab, void initConfigurationTab(),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_4937c6de3cee6f9d983b,4159017,error,True,run,public void run(String title),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_6af3c67adb1eb4ac5f76,4159017,error,True,execute,@Override public void execute(Machine machine),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_dbe6590baec796dd8c1b,4159017,error,True,run,public void run(String title),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_50441458795889073b04,4159017,error,True,onSourceCodeOpenButtonClick,public void onSourceCodeOpenButtonClick(),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_1ffb2f371ab83d91aa56,4159017,error,True,onSourceCodeParseButtonClick,public void onSourceCodeParseButtonClick(),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_a37ce890d0cc0a6e13ea,4159017,error,True,onSourceCodeKeyTyped,public void onSourceCodeKeyTyped(),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_3ac9ce5eb17dea7dfc23,4159017,error,True,onSourceCodeTextCursorMoved,public void onSourceCodeTextCursorMoved(),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_97d39f1c3568ed999952,4159017,error,True,onAstSelectionChanged,public void onAstSelectionChanged(),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_dc5181aae97be830a1ca,4159017,error,True,getParser,@Override public Parser getParser(),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_6d108af40e53526f78db,4159017,error,True,getParser,@Override public Parser getParser(),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_e1dc6f7a419aab279dae,4159017,error,True,getTokenizers,@Override public List<Tokenizer> getTokenizers(),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_c08dd290da14f22beda6,4159017,error,True,getTokenizers,@Override public List<Tokenizer> getTokenizers(),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_656ed56cc2bd726782ce,4159017,error,True,execute,@Override public void execute(Machine machine),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_acbc7f32c7b60f51a166,4159017,error,True,charsetValidator,public static ValidationCallback charsetValidator(),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_e662efc74d4f8e0f342e,4159017,error,True,charsetValidator,public static ValidationCallback charsetValidator(),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_da4835f536197647b897,4159017,error,True,integerRangeValidator,"public static ValidationCallback integerRangeValidator(int lowerBound, int upperBound)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_14b3fb37e8e7b13df417,4159017,error,True,integerRangeValidator,"public static ValidationCallback integerRangeValidator(int lowerBound, int upperBound)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_ab96771497b9e5a1b183,4159017,error,True,booleanValidator,public static ValidationCallback booleanValidator(),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_dd37d8f21706fde69002,4159017,error,True,booleanValidator,public static ValidationCallback booleanValidator(),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_80cfa51f843985e768a9,4159017,error,True,getName,public String getName(),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_ad8995095efd85005227,4159017,error,True,getDescription,public String getDescription(),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_3b33f8e6855795347e29,4159017,error,True,validate,public String validate(String newValueCandidate),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_06051a0d392098408edf,4159017,error,True,setValue,public void setValue(String value),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_899ad56dd5d6fd6db09f,4159017,error,True,pop,public final void pop(Appendable appendable),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_05773544a25386642572,4159017,error,True,execute,@Override public void execute(Machine machine),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_6f7628fe24e307bcb158,4159017,error,True,setValue,public void setValue(String value),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_8589532f4618177f4402,4159017,error,True,getValue,public String getValue(),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_63010d640768e7152f8b,4159017,error,True,toString,@Override public String toString(),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_0495936089f976d36112,4159017,error,True,execute,@Override public void execute(Machine machine),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_b6b3a0660b5ddc12a700,4159017,error,True,execute,@Override public void execute(Machine machine),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_30d9f10a4787f077599e,4159017,error,True,toString,@Override public String toString(),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_b97dc18426077b2bf260,4159017,error,True,execute,@Override public void execute(Machine machine),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_6aeb71da283af082f424,4159017,error,True,execute,@Override public void execute(Machine machine),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_3603e0e12220fe5c9d6a,4159017,error,True,toString,@Override public String toString(),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_37cccb13b140bc583d5e,4159017,error,True,execute,@Override public void execute(Machine machine),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_ea3e49c62b09221d5601,4159017,error,True,execute,@Override public void execute(Machine machine),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_66b477ca349bdfd9c5af,4159017,error,True,peek,public final char[] peek(int length),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_c0a0eecbcd50a65fe471,4159017,error,True,execute,@Override public void execute(Machine machine),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_a882de2d0a2f84f88f95,4159017,error,True,format,"public String format(List<Token> tokens, int errorIndex)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_749fdec8cb9164f81381,4159017,error,True,toString,@Override public String toString(),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_9b89eb60a4f2f9cb8a67,4159017,error,True,execute,@Override public void execute(Machine machine),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_27c4faf24ba9a23e9f47,4159017,error,True,execute,@Override public void execute(Machine machine),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_a7c71f73e2775508361e,4159017,error,True,execute,@Override public void execute(Machine machine),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_02d3cfbfefb15c61dee8,4159017,error,True,toString,@Override public String toString(),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_aafea7fa56ba8df76939,4159017,error,True,execute,@Override public void execute(Machine machine),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_a6b831cd65fe8abcccd2,4159017,error,True,execute,@Override public void execute(Machine machine),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_9f04115bb52b560d362c,4159017,error,True,execute,@Override public void execute(Machine machine),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_8dae3458229aaa0770f2,4159017,error,True,peekTo,"public final void peekTo(EndMatcher matcher, Appendable appendable)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_4a2b94aedde7b55440bc,4159017,error,True,execute,@Override public void execute(Machine machine),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_e2ba59f8bc97c0cd8a46,4159017,error,True,toString,@Override public String toString(),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_c3af70b5e098935195c1,4159017,error,True,execute,@Override public void execute(Machine machine),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_552e03d3bbcfa6e523e7,4159017,error,True,execute,@Override public void execute(Machine machine),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_6d93f97f1d5a8475c511,4159017,error,True,execute,@Override public void execute(Machine machine),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_db58d00e933434a31d78,4159017,error,True,execute,@Override public void execute(Machine machine),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_a8f4de4851f7b9e19eb2,4159017,error,True,execute,@Override public void execute(Machine machine),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_b51b761f7a69f7486789,4159017,error,True,toString,@Override public String toString(),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_8402acd0cf2fb782700d,4159017,error,True,execute,@Override public void execute(Machine machine),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_ba6e3d9bd9295b91cabd,4159017,error,True,execute,@Override public void execute(Machine machine),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_10a1a5ee528fd99ddb32,4159017,error,True,peekTo,"public final void peekTo(EndMatcher matcher, Appendable appendable)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_ae7ebc5e75470a3a8d9d,4159017,error,True,execute,@Override public void execute(Machine machine),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_b12fde9c96f4c111518c,4159017,error,True,toString,@Override public String toString(),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_c20a6ac34d5a9424ca66,4159017,error,True,execute,@Override public void execute(Machine machine),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_fa4687ee26a2d3a7d1a1,4159017,error,True,subSequence,"@Override public CharSequence subSequence(int start, int end)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_7576420f77a0ba0d2f6e,4159017,error,True,jump,public static Instruction jump(int offset),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_8475c97c0c3244d7ebb7,4159017,error,True,call,"public static Instruction call(int offset, Matcher matcher)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_5f535298961b8b0c0769,4159017,error,True,choice,public static Instruction choice(int offset),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_3ebafdb82d01488ded5f,4159017,error,True,predicateChoice,public static Instruction predicateChoice(int offset),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_27921a29531ee1bbadfa,4159017,error,True,commit,public static Instruction commit(int offset),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_f4fdc18b0937d2f20205,4159017,error,True,commitVerify,public static Instruction commitVerify(int offset),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_6c7f1c29a7d5560c089d,4159017,error,True,popTo,"public final int popTo(Matcher matcher, Appendable appendable)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_5583a0cb6bb879573495,4159017,error,True,ret,public static Instruction ret(),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_c77de9d801dc1903251f,4159017,error,True,backtrack,public static Instruction backtrack(),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_fb893091716c2f332e8d,4159017,error,True,end,public static Instruction end(),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_22d7ba0757f88adf8c76,4159017,error,True,failTwice,public static Instruction failTwice(),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_6ef386d4ef44abc74a27,4159017,error,True,backCommit,public static Instruction backCommit(int offset),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_6a548080f099e3623ed8,4159017,error,True,ignoreErrors,public static Instruction ignoreErrors(),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_4023a44a234fa5ca17c9,4159017,error,True,compile,@Override public Instruction[] compile(CompilationHandler compiler),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_9a7dc7066984d9b66f6d,4159017,error,True,toString,@Override public String toString(),,,,False,False,,,False,False,,processing_error,,,,,,,,,
